"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"X200811",-1098.15759677856,-370.258290401853,334.201911370086,489.222506234702,121.700913083053,-291.495145846126,-67.5947906214752,162.370961416959,-33.3947182424542,9.73301895906022,63.0700622951941,117.148389008079,2.16339435257259,68.798762752656,52.3989463848561,-146.718206971808,50.6673517710585,-22.7329603791474,11.3939481691301,127.037148203398,27.5566611958737,-16.2933213316907,22.6190518575593,-89.6181029411765,13.6879129437626,46.6956312306492,66.4550678656204,-21.5414206254268,82.2003654538285,39.9045152787658,14.0622157271634,62.3900013754757
"X200812",-197.043510288859,-603.575627764582,347.853849045578,739.907812426192,51.0495315866203,-263.327574212473,-175.07415367382,337.10043577278,-327.698470920774,26.2927083224894,-10.836913229183,-29.6747989653863,137.479039654696,140.953854164031,-85.142696226532,58.6965879128013,90.3149381462911,-101.621199662872,65.3397134352171,56.0880114955514,51.2491590947116,24.5978886220945,-108.618527302939,-76.228076425178,-126.763082675586,-46.5170060196315,-40.0827315067451,-53.5808452469317,49.5729728759514,-63.7958450470023,34.5658933701091,-2.74070777816697
"X200901",-554.222737968967,-462.554122880393,572.190201419076,616.97458480541,229.205189932089,-112.385899553879,-33.5740238772065,58.5518175820357,-102.51055090091,-99.8620974413905,28.2936589852548,-220.021139106328,151.489666783921,7.58131552600262,108.916400512359,61.1142442241743,24.0486288642706,-107.74341946934,18.33654437425,-5.18988325757675,20.7362679563924,37.1131982706099,-41.3037368874842,141.115535576622,59.1582560923325,-3.38104094550378,38.9475918452251,-61.9296482601014,-9.44274867760288,38.7532905959742,-78.8079797256289,-42.1651808085816
"X200902",458.742237884767,-322.703863120432,498.183126068245,503.953588538364,166.48393024441,-169.456589441349,68.2210596888834,-3.29824651900492,-12.0454762198033,-270.078887534456,46.3593360210091,52.592383749411,-12.8997700827612,-146.940775071517,-28.8911692015603,16.5923780898938,126.998137587824,146.7153711025,20.2340935319931,-91.6069974491278,-108.67736855047,7.28420707932646,-36.5682388225138,-92.3069563333424,78.1560164009535,-67.8117774543937,-95.6579368479667,-12.2899516706488,36.3495242988138,-37.8365271031398,14.9226332344489,0.463750649272764
"X200903",-1404.61560872053,108.000499416559,454.682184418598,38.9787105065765,226.144135260737,39.0082012217698,119.485443478851,23.6023799667508,29.4816142209874,-251.389966831488,99.997083920814,-50.1962523677612,72.5171620183284,53.3843023680213,-19.2459711513585,66.8167625797916,11.0957348143889,-50.189148543575,5.70761373590906,-64.176170694941,-118.993356679059,-112.878826316134,93.918690568667,-1.29517799563815,-8.74587824204781,13.666166616581,68.1422431299105,23.0229632341984,-30.9927416495965,-60.0155023911443,-39.5272872673366,76.4649007160373
"X200904",-428.891320277096,-5.46350323595696,526.278765036103,146.182700519651,110.830217918955,11.3526143521486,-42.718930113343,137.603031812704,-102.079230568721,-77.8515367379057,-10.7409755223949,51.3409520562586,84.8065841997686,-19.7499659975521,-6.53782642649378,197.352915957164,-65.8978666938617,103.787148012859,-187.177843533157,-7.87989985261211,-62.9801525852706,-195.334647311178,11.9747080590296,-25.7542791542501,-60.7831918236998,48.963858493518,-20.4120726683809,-45.4868513990043,-66.7833902935978,-14.0384123100653,37.4158828119453,3.44672453303838
"X200905",-1326.23551099091,-240.346194951429,365.390881662208,210.429873396252,-81.7820271019945,-100.27706094867,89.9128439439681,328.213740183593,-153.418377080687,-79.693981715342,-43.6305839712786,-69.4514056447601,74.2793083647449,7.09464627889488,146.575935587566,5.14136669576898,-70.5352050161756,-92.045850259769,95.976299039633,-55.7082498373192,179.968989132862,-71.4226297381687,-46.8021622717978,-22.5672547066634,65.6975258262733,33.3328659247803,-98.0527774365008,42.0860020869964,16.1476933152174,31.1443004240793,47.5706199713876,-3.35452259387656
"X200906",-1349.35026798013,-171.739095851258,515.685940230488,-193.335408557129,43.5044507885253,21.6851950616798,138.510661429596,92.5620689766106,-149.516668876053,196.157939001001,100.62529395788,-138.241089091508,0.412791709830144,-52.7557696665007,208.517428618575,261.635691355771,-38.182744204,-151.309086474482,-54.4698682272523,47.4085140059542,-31.2177228320419,23.0171787338964,-41.7288507323986,-57.3037498554867,7.4705521496392,50.5735058424179,-97.0268371698505,-10.1606688495525,-23.0478716594616,77.1349790560337,55.6212386848319,-7.53517709915384
"X200907",-1618.27914915122,-350.153229053219,105.309258237587,-42.6580484040228,-61.320053844741,-0.543030888925077,109.10221935363,243.084275877313,-26.9645420447582,-74.4357903908828,-98.8179717886542,62.03321728842,197.879082384065,145.019414873898,8.76264655079713,65.5700191925907,-121.47401016224,-252.608431388194,93.6952521405439,24.9533451958667,-38.4942396263675,-48.8542581135631,129.46392999657,15.0045600680044,106.376287686451,-62.2885933238793,35.4962382387685,14.9283642974118,31.8246656276363,12.1741962740628,4.31516700060048,22.5404596001759
"X200908",-519.606574124463,-257.038363808361,464.025184110516,-150.944609585619,-245.241401908946,3.70198992777463,-86.0140752913613,-106.046647578005,-102.741326966261,-15.0554411644662,-208.050516914766,78.0445859493756,-101.524251219487,-19.2449179525879,-32.549790351953,13.0285196496947,53.9266261883198,-45.4679349763086,36.420364412706,12.5560884473696,-108.482437273394,-55.6383571880786,108.968545279569,105.378370729339,23.0787619297528,-165.67664817972,85.0689838358389,-15.9985085243525,-82.3260626340437,89.8853040375722,-76.5234588140921,4.89910326251984
"X200909",-353.95471136069,-374.35695650838,496.616153853611,46.2554716060645,16.9573798750948,12.6038988548609,-145.637986120487,-260.976651898077,-147.215332815491,-31.4437998876097,-129.16217309247,-130.437240366397,51.4149248494578,-11.2964836433661,-50.628138340533,-49.5627932105889,19.3464855564199,46.2685767688534,-34.7299080383018,-101.540295562016,-73.8070905215472,15.1397021014794,125.166564878126,-38.5483841953149,0.174711519589997,-25.7607362854941,41.1947041443537,-94.0853116639066,99.9627401632949,79.3013345590795,-1.64007674202411,12.1204814973848
"X200910",-1151.27188207252,-403.440620295503,32.2790073986668,-85.1570781991442,144.436518312678,-74.1366034425199,28.0029506704132,-178.815976734057,40.3128711616591,117.345012255461,23.4376018420687,94.4945757364677,18.1341408723735,-42.7164765891273,83.689839263388,-104.267262586608,22.7122688070726,-64.2586219621561,52.1452709013748,76.9648860417714,-66.2399528167945,-56.0909379074148,15.1388207973758,-75.4172993045338,48.7791235157135,-18.3070938375031,127.596770101168,-66.6269261884749,-14.9096635136,-26.4730292119165,-13.4289465505492,-32.3383910074942
"X200911",-718.402859622491,-442.542761931766,27.7302858862947,13.1588826891168,336.211098357655,-24.3130847587565,38.2730065513001,54.5508169836178,-88.1739649906912,146.052084507495,148.220463510236,-44.9568101970286,-33.2848119130439,53.2837227519542,42.0542189024488,114.27532711492,-198.051318372287,98.3123559999676,160.649911980506,41.3692144083274,-118.663671602579,24.7904277108733,-64.7066616974196,26.7139002073809,56.3648851028467,-69.8911672725734,87.8688859956023,44.8720489081224,-63.7177129664402,-6.22923538226897,33.7364548617181,9.08430037380481
"X200912",245.891063322588,-939.266163380663,-82.9414085904859,363.562730090108,-15.7430424866936,66.6970089118348,-80.4617629812674,-29.4208303966268,-90.7065688485578,-30.2069264227807,33.2299321282527,164.843162813307,-17.3063312724524,-1.7387089228685,-68.1301351908954,129.779261318078,-148.810195676254,40.311993875757,-27.7262775298687,-0.976096787507878,-63.1246539616707,-52.7113882668517,84.7110771025841,22.5785166499404,-11.8652489917743,-90.5097941912918,22.2351864123852,31.0677961579593,-7.79598130450692,-32.4416872183866,52.7263810278123,18.7764617730378
"X201001",258.457712936499,-593.698744958432,287.775272743481,192.541123150479,43.4759567701768,124.039710155956,22.9961551138716,-5.61721073677916,-132.83899444683,42.5745137767856,37.4722798690264,-120.437981569244,-128.548935221143,-45.5469210722399,-135.954441888508,113.244351735646,49.2077881120149,94.4857160806548,74.7840957357078,-102.122339871044,20.9637193970181,-41.97782411928,-54.157102736379,66.6066681269089,30.8213891163738,-7.79153372639858,18.187619459815,20.998141370273,-74.4659759082634,17.8760781943856,24.8628529927333,10.2097196426168
"X201002",238.687486599244,-507.635478417877,359.676973356609,155.224171608498,193.777974440892,179.34913674316,-2.44645005588966,-278.620198495445,-61.2967599705616,-11.3700749663796,-17.1455905254315,69.5274073503147,-143.248599714192,-68.126143713654,-262.963564865867,-2.8974633768034,23.7132254157689,-0.712579546574717,155.136135588994,69.9798113216847,9.10400402528386,41.7090269695179,-43.6403298931254,-3.33419685368592,-127.276920675435,88.5063921231228,22.3098204192815,-17.5090056103961,40.8956644990705,14.1510338741891,-16.5209985626817,-39.879414475797
"X201003",-1655.05685948121,-352.596704034387,551.791500317632,-36.6820578728135,305.93066039199,180.657929936306,-108.050554529413,-237.301503988727,-14.3100920059728,147.512798283643,139.838220059876,141.433522049962,-171.282933943285,34.1626645387731,49.1376110853801,20.7767861843634,128.121388129127,144.570346135654,152.14275121406,108.621296073474,-29.5644073168139,3.2076714684911,-24.110622062558,-9.55111583558477,-32.2864237234114,42.9766319905919,-83.2239814712701,57.8120423046656,-24.1690865981031,19.5642968766887,9.48027219157142,-45.3487398259979
"X201004",-841.474971708952,-413.204991531353,327.865027940337,-50.9079686445007,169.376526948283,75.721827157522,-3.2065641377397,-80.6288303397008,13.0443329871598,-177.13651913679,-168.903422994997,216.861154909571,-61.209154209461,-97.7111243572012,2.47500868208191,-53.3671487859239,-3.2550003681378,-39.6534233524018,-74.5349559065592,39.6744570540796,-109.183225037894,-39.1269865221942,-50.0122620736452,1.08333719933849,-10.7493022215056,90.1885749827544,38.9475485600942,17.6716423056025,-55.0035996207619,-43.7823070545973,2.58280337159682,-36.7685918560985
"X201005",-1085.33450728545,-289.890458405255,382.054393364117,-245.611844609293,227.305846529995,86.1716581982563,102.527132569945,-295.21531305762,-14.1746947626895,-165.758380014143,-128.094467012998,105.706685457774,-40.7578972625265,-195.209966222377,68.2428842090127,107.731390247139,30.4321006028686,-145.840542261022,-36.203477561073,4.00774932127952,83.876365018851,33.3051491205073,81.5463529882494,-35.3493101245157,21.0578679646159,-24.8293820233776,-22.476854191353,45.7232302405829,77.5267310396267,-34.2284219194172,38.299366656221,6.3156433556614
"X201006",-1050.49684197045,-64.7797656612065,629.265773105616,-381.148346938865,198.198587216351,172.226655971066,-177.119377805385,-95.7335471791827,-178.623226988458,-23.3914715184623,-106.415074377746,-1.25068855412295,12.9722186958987,-59.0396218047555,-51.2999244709936,45.3739896317942,56.1401567677242,-14.9874773888647,-76.8911012972041,-69.5757781496693,30.7509724822975,-74.8770300965364,-37.2592171879662,9.0618391242629,-121.475181126603,15.3667237724645,27.5741496100275,43.3295371299896,-24.5297916009211,3.8321176744443,16.2724633913562,-32.1097258026198
"X201007",-1564.99734189266,-491.391286652389,251.793010640915,-531.79442964198,-15.4847012504163,228.472402230683,-96.4900515284877,-160.794597097599,-137.482455092005,-86.2419090998162,-162.884754398261,92.9521912612671,76.5572285824863,-300.976912096432,164.104389147759,-8.36108422838096,78.2953029642622,27.3763154481666,3.10053720113627,-72.9938386864878,56.9709578472971,42.1573780970702,65.7241937175807,1.01170664292797,82.838744151912,40.8830967343441,-42.4820560202149,-8.48836308366642,-32.259968120467,32.5326834853402,-5.68226195303188,-16.7379437852184
"X201008",-537.434184568703,-552.207631805295,184.64348842079,-378.251348499313,-364.613268378886,51.8534340260772,-53.406397937514,-299.327336094418,184.710903960005,-219.463792897735,22.4331425153078,75.5005780215777,-27.0079973049154,-6.49416764669584,74.1722090600175,-52.3034433758207,-176.286001771376,47.5735555404198,90.4681384905195,43.1114663571056,-6.10634489141039,-136.784592942138,-40.1932856230055,0.288587887105271,30.3250672955423,47.3855565869784,-12.4884633979503,-43.3940685356739,3.09016104847134,15.613180181821,-27.843792124146,-12.4220394069296
"X201009",-564.349134950035,-378.309292803293,66.87571963776,-382.339061107414,-119.309988337983,79.8616256021636,30.8959519370263,-261.201933527027,-150.323158934037,-50.4075462998701,-22.5911249842524,-101.994451494587,95.5907660944466,9.02921077167538,215.660527379809,54.6826785558588,-86.4394220654049,104.965185728856,-61.3047275061192,-117.258782055735,-32.4580737426236,-63.4414742336035,-101.321518179882,52.0552957821506,-118.636876912109,-38.6827826792471,-29.836379655681,-40.8813549535609,47.9855038312092,-79.3722124152563,5.17930936194835,19.272749376935
"X201010",-1086.05781204996,-298.665324796761,9.03793270965849,-292.68719706271,67.7363331649081,164.149711735777,55.2866013450022,-208.614821790671,-16.9482411284019,160.40868492275,-41.8900542184564,23.0788108286464,75.283098754013,128.126928626106,58.5249119905135,-151.886216257387,72.4921933960685,63.2297242945309,-34.7453823303432,-77.7290497592663,56.4027243070982,-20.5071933861374,-34.2235165649796,49.004222674283,25.888536215974,-63.6524230274282,-36.5939596418993,78.6039021838641,16.5388562051632,-35.4986949883166,63.3683940837289,20.5558030163794
"X201011",-805.644079437563,-407.100483184862,105.093521634975,-179.857969903116,524.203730323028,30.6212872845694,-121.607577722438,-253.595181460789,35.7013310824189,49.00466195523,-14.7032339490951,152.690418327543,-156.545584806664,287.868809204417,-109.300659892168,17.5786009885474,13.6604786813515,5.05366249241486,-41.8110407755641,-57.4217906077945,51.5854494180437,-41.2996092657497,-147.208102871898,-36.2605284982767,1.3101320024957,0.510657850790698,85.1893554767228,32.4563897695048,-28.0286527208677,-47.9275355977999,17.5594433581196,30.5473843665611
"X201012",925.823989913108,-1037.60023971233,-194.346657040621,336.234129248795,115.506221819878,-120.223443666323,4.51847876398531,-124.708063084757,47.0877340643564,-108.253112173504,55.9359375848255,122.133864142096,124.250320516035,-74.1678739210122,-58.6227589284853,-31.8294042360638,-69.0171509420775,75.0775347771718,-211.222248913131,106.933200875173,2.42348442444186,147.558012955369,31.2584019649588,33.711975625835,-39.003542792137,-18.8300492561133,20.0967832811823,45.2307458486324,7.8054022061057,19.4740438899449,-50.9441469508857,27.1681913353386
"X201101",-362.566988396989,-661.660758707554,-2.88031459243152,81.8193370338997,138.746497717832,37.2650190349505,-163.770379542516,77.5591518669312,143.810520514695,165.374615041108,339.337724140426,-167.842861233675,-38.9454194647343,-36.926300922327,122.249338521517,-80.1966323680759,34.8913207454054,43.0273531222618,-177.92478354126,-20.2165007838767,-39.2872116336355,42.3230539821339,79.5464142762767,-7.7674202893364,86.271724389908,95.4657707700592,104.482904036385,1.97114164392595,65.9006678906785,11.1288013145874,-14.4964559220588,-78.1374723028746
"X201102",325.24226791661,-580.021786351582,-4.03468801349182,44.2661689966214,322.86442211935,144.894378047909,6.86872141794787,-99.2225731042288,80.4071568964413,93.4495730507301,203.46264409224,120.932046277851,17.1506632460489,16.0497309197638,-4.43951856530998,7.72089368612078,81.0498966676217,67.5199028623564,-52.7697827821774,0.421304501437129,-70.5047661593325,158.298179007751,87.2056920395412,59.5205600001489,-9.52632737160611,-8.93262763316041,-42.292460870641,44.3003231567207,5.59048038648191,33.2281353583174,79.8669121687744,20.7386736804273
"X201103",-1034.07188599095,-463.306601904417,-140.545679543757,-50.5179591495709,384.901136297132,-183.197905360474,107.501146701052,-101.533424483418,212.930520887194,-110.735969370151,231.571626806077,-182.66752831907,92.9730147084163,96.2719918748388,-212.055442372432,-65.7633852232894,87.6565478031197,-52.6325176990468,-71.0643473702088,-26.200610973909,60.2065479145199,43.7099799493958,-48.7283442480182,-3.1915757463032,-67.5028698825994,3.47118203578674,93.0865475022825,23.7632406175987,-16.1938577880297,-44.2585565882843,31.5813635992481,11.9082325485426
"X201104",-526.574270699815,-694.51525253007,-169.91337931362,-159.993878742815,330.916849964047,-44.8973639959475,-213.315939649205,55.1739472357029,208.979724725895,59.6239368653866,146.180557057297,69.2897632048938,-203.056091407194,-203.403616833684,-14.5162076447138,129.884522495278,100.409160085735,-149.376880431341,-10.6873777350801,-92.8994185655154,163.672708895021,-4.059440785219,-71.5741599528827,38.4445204450889,-60.3784806962812,28.0417833814098,-36.2367476419415,-86.4583241501662,-16.8048159328742,27.8018808281933,-7.93687641906856,66.8259129671004
"X201105",-1570.87934545977,-391.383363081579,-207.652336898694,-352.566660117681,245.851252496391,-43.3075809885182,25.6707329612236,-151.756652287091,156.479279845212,-74.1395793055984,97.6399136839504,2.92128819446594,132.676449941116,-82.6096858824092,-18.8860449670698,55.2075373120554,5.19645541343323,-10.8660479427254,88.073267990865,44.5130065678833,72.9834131488725,-25.7318707445136,-20.6944231611235,-109.78954587192,77.2065974917205,-13.8521555496037,-27.7205457232176,3.08079183905489,-39.7480748919648,15.0051584349692,-52.5674847860066,-51.8973777058071
"X201106",-1266.11407718943,-496.284992421754,-514.731595421409,-139.361502125527,188.902972273622,13.8318975074077,62.3131957182397,239.821833423532,159.190453520864,19.7064274688445,42.9766552441044,136.262052874973,141.794842412492,-47.9205027444649,-126.583945315061,74.5304384339891,25.9334258641355,67.8691761206404,-76.4751273315671,112.051505044003,-32.7880425862394,-14.0725935518811,-96.0814747830779,65.6668669917039,55.8442500780302,-44.9866273565234,-98.2377370664005,-73.5585208080879,1.5969181984056,46.7456342477894,-29.913412237336,-27.4496234094352
"X201107",-1405.5850557496,-448.633288437393,-732.103610874595,-386.546017745165,83.6525362556965,269.738462004114,25.7027778594058,265.054963622763,274.326756974942,-266.110717813003,180.284820377932,-25.8684060682397,51.5824842333771,140.335698962022,9.8963825100481,-2.50130013308841,-29.0107449990599,-128.649258485719,-13.8057411782539,-6.90922348202341,-45.439585907525,-62.6569324947846,-87.9028373051017,-1.84340543818858,1.44745899725876,-4.92247928354697,-33.1708223549811,33.3182061116474,-25.6810912340464,129.177372725972,-25.4410052650398,50.5337342831628
"X201108",-432.119654563559,-259.876639512388,181.38118641191,-453.890651481519,-11.5896241124956,35.3875712154291,-330.978815812018,-30.6197463334654,95.5278046026643,-213.838717234837,206.378216253217,-51.0185605661432,1.50412018579875,160.295052499476,-254.258736963637,132.893411226144,38.7067744472923,55.4575045431206,-94.1293049510749,1.53580638957097,-23.6034642698637,-36.9240606598463,129.768640467624,-2.40137912733231,61.9668227822024,-24.8594227502943,-53.4774787235821,43.3734736821809,70.0655448680021,-71.8677095108689,-36.4948812569015,-32.4195950498887
"X201109",366.440662147746,-277.260968847483,-301.567556348064,-28.6499856300784,222.374245393865,-123.050364060731,-173.091379831318,118.130113164722,214.02606836859,-25.4315333121166,-128.050224679581,-123.398293886346,-250.917503756604,0.0161944466082189,38.6244440424264,-100.937527296172,9.97424385377847,-177.858538554812,-50.1058283188299,-76.6612612188939,-79.6601864198616,39.7997163841329,0.0591908011979113,-16.4068668286708,-3.22231726441105,107.536043719453,39.9741760283476,-27.006175439465,8.93741853221751,-91.2419906139026,-48.9850419073968,72.7831387726238
"X201110",-787.245396053744,-562.031811445256,-424.24000638574,-82.9957148353417,397.443984561617,-3.46527067847652,-190.365797723661,134.32830871579,286.870046526734,126.936110205519,-188.484760774381,-60.9237327291387,-149.535932424134,-48.4339278803862,109.266152674699,-129.857824885845,-44.3213826317057,57.6874602816239,37.4490925504012,68.9832336872812,-50.8977691525144,123.697062463564,131.207431294724,101.374042886896,-49.2802794672751,4.87218235101735,-25.4244817459347,20.3501637397464,33.5911458746515,34.8894850115438,64.1742347662242,32.7295075439573
"X201111",-799.682652164046,-390.736408031242,-479.810439352415,-148.604203396307,241.330063426096,-232.036186651511,-135.388656373998,128.090045405884,127.181191744601,124.698893107817,58.4833108118982,18.312364304077,96.9716990198901,-45.866649043577,33.3673033925413,-58.2168439532934,-113.767161398777,45.223670300805,-34.6630915616977,17.4066954054186,-6.93587172295071,99.8237343176602,35.7869577129294,-27.3732472526505,31.5965564107025,-36.1884791534244,-14.5208060242682,-133.006105932914,-53.094109478293,6.72046551744173,49.9001396416699,27.9648946019723
"X201112",134.661339093159,-862.731685032122,-457.302907403226,335.656711248745,-94.5869279229855,-196.458413172532,-366.416041667778,212.873896804257,267.816475220827,-131.643357707283,-293.475737383198,90.2096436911536,272.03604090537,-96.5092733247936,53.7217336193221,18.8908853859587,-8.47909767706089,-96.6843704262311,11.6315979102261,-50.3142670571301,46.9496156803358,8.56371053164479,-41.9021541417383,170.336418963316,-83.5078705937746,-23.5399953219494,-10.1748074330914,19.1894282356548,8.68174223378498,-83.5693753533189,13.6121783836221,-38.4595412422446
"X201201",-280.949924064033,-533.554842811654,-350.820469808325,-349.235544643874,193.77463053971,-229.573725441086,-533.499100187853,487.60890166404,-113.460452545332,-258.448807915281,-25.0103178881254,-93.8815824073953,-322.480262346162,72.4525968674173,-12.7206993535293,-36.3432351434298,-57.8743816894606,136.093972345201,101.41023439886,-136.662274110411,-17.6208820662934,66.965271915706,6.93519068741149,-140.195431895618,39.6282370008434,-39.1955422724336,-60.5040825411036,-40.8331875447254,-97.3781634027064,-60.942990025242,39.8403051233185,-9.9850461561888
"X201202",922.39491486602,-404.672479360183,-256.198811845916,94.8591399976166,102.669552520231,175.623206152412,-103.522564575948,-78.3334271704621,51.5581918762913,-134.157122052437,-176.68106295755,-97.7363356282795,214.751427256631,-85.1519876396017,-74.1140032092833,-203.203445670038,-168.388944485066,45.799622036803,45.6201002330595,33.6806140807465,14.5987753258049,8.80879391552336,31.3164093985273,7.64281522145028,33.3189981816613,78.5232542425958,-102.285867421506,60.9704522569043,-55.2693095395864,-2.79095696535724,35.5021510540016,-38.7503514573205
"X201203",-1332.4227860538,-240.006330252961,-411.235495874715,-246.258854021282,95.7672518622333,36.1885008420536,-38.7996099001871,21.6224114544553,-418.398247204127,169.581805351488,-105.572220129556,-44.8425894864914,-3.67202167984386,-80.0928630353487,-105.868177101889,-108.687844998762,-5.2561102229155,-63.2702212055968,104.182529214706,-133.24454698596,-78.9962568311629,33.5883742060318,72.8586037320853,10.1521797783702,-15.6715929179799,85.5433334134367,-41.5825109921275,38.35891033753,-52.7469874264877,6.54588269330356,-39.9372133594901,37.2463077386068
