"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"Kensington and Chelsea",-0.118061227003545,0.041110240110087,-0.0526270707282575,-0.155443857089515,-0.500172195915561,-0.488501097743129,-0.344196642293636,-0.467711689380659,-0.114515537081922,-0.0219181885676731,0.172718438779383,-0.124216905515831,0.157195053985417,0.013037815649447,-0.0313329620655525,0.0993484191353289,-0.0162276542051144,-0.0122739304745098,0.0557950397816124,0.0875912030917601,-0.007942801434316,0.0420886531613778,0.0918485811162397,-0.00693134307293586,-0.0310169409220586,-0.0288132096395784,-0.0477890977897458,-0.0229655304185364,-0.0312440544934141,0.0627574677273643,0.0193725502278499,-0.0735435578964086
"Kingston upon Thames",-0.0668204900981391,0.0483751769702561,-0.0230436203906482,0.0542556495274162,-0.00350736005741246,0.0412157407002585,-0.0998545370840539,-0.0298991249543783,0.0054981217488657,-0.0227173509068633,-0.0651311092503725,-0.067963747964778,0.0121458779287613,-0.000994005191788673,0.0676433396871077,-0.0911204571945226,-0.0177148023089204,0.0194670678726367,-0.125496083144125,0.028119836924786,-0.0070278872220206,-0.0826938499617845,0.0419080855446021,0.068519957442013,-0.3822552303847,-0.303356606432138,-0.142659045261962,-0.00855386696369166,-0.181005774414085,-0.23024975515182,0.473374763395107,0.59641199375605
"Lambeth",-0.131487844677895,0.0626176461009712,-0.0208125065822178,-0.452117285735297,-0.00175908634108008,-0.137805378846264,-0.246777219643611,0.37010852018257,0.0147651773086231,0.36864199824503,0.0624566394919575,0.0883729593585672,-0.189121600985913,0.164737605217348,0.168536943515389,0.163684496238273,0.291273960413095,-0.224225686019219,0.0634230196203723,-0.233634412042748,0.0494840089713552,0.0291693380338025,-0.19010597252143,-0.0543814006796002,-0.101095234739595,0.0345170642128908,0.177063573799069,0.027915299597785,-0.0492953164887674,0.0395944658566267,0.0401288986327669,0.0766346575604596
"Lewisham",-0.214290534787547,-0.0879897696855881,0.374459277215804,0.002516354099782,-0.000768012799239336,-0.0677887544876905,-0.0254168788239602,0.0809075273671351,0.11320788683615,-0.042635092062189,0.173108450872955,0.107568345945957,-0.0395150697251085,-0.0468402302997256,-0.200778489739937,-0.275175618965455,0.0344778783726372,-0.231061184910148,-0.00615986639099645,0.125445324206278,-0.544226352549079,0.26432017312047,0.228381843476903,-0.00417665354012549,-0.123790963648817,0.120450294913457,0.149865278250629,0.0568685535915325,0.129087430256258,-0.0611841496954614,-0.14757507383662,0.179097090125417
"Merton",-0.0934396148944031,-0.0148395494355805,0.0757882400229132,-0.0121649861452639,0.0476948987219213,-0.0101004992474954,0.0217548416131971,0.0669267172292476,0.00910832560080169,0.0234769624188269,0.0118119617711015,-0.0789340532926752,0.110508147555311,0.011822507891128,-0.0577889701807579,-0.130094018132225,-0.0940039457935607,0.0608878335274281,-0.158252488076456,0.00490162491809047,-0.0357768410315649,-0.112978688924847,0.0025933236016102,0.107522292766429,-0.127320278501083,0.371130600760104,0.107254212868276,0.0405415496280707,0.0698245970134124,0.572871807927796,0.586319189797458,-0.17623991166761
"Newham",-0.212633183538887,0.124208734325915,0.00671579735643382,0.0350387823854009,0.00196447020675567,0.26117315628975,-0.0317313638266245,-0.474799510637751,-0.289569639280894,0.162912059981325,-0.0983146523536997,0.322783767281453,-0.438908493382595,0.257713187253646,-0.0620473955059213,-0.090835938656838,-0.115973731044408,-0.0842940425543436,-0.0158975472615124,-0.0813042434845084,0.0473052620235295,-0.0102441464783731,-0.086633925502908,0.128650451892589,-0.00662526793839332,0.263092785065777,-0.0726083314610463,-0.0303315454440707,0.0962627800451176,-0.0889336240966141,0.0207698701225022,0.0338752676974537
"Redbridge",-0.157487977118614,-0.06071543340677,0.00111040756379023,0.0581279701509538,0.24959494030196,0.0231632127118658,-0.0600855621619388,-0.0955020318968177,0.10070117004853,0.18764543436737,0.128807169587307,-0.34034005772013,0.130616578630583,0.337287678262366,0.129927216738655,0.000967531788225368,-0.0908150366823567,0.387332436521993,-0.0161245965128014,-0.214949642302081,0.179579307000898,0.324612259810243,0.335373535309529,-0.0325898845101188,-0.0462375392678082,0.209144244980219,0.164991787771707,0.010344091588363,-0.0638471854431944,-0.148938938534794,-0.089424910415198,0.0610331079263329
"Richmond upon Thames",-0.0687064326997628,0.0737748064341768,-0.0535863862446805,-0.0381273153790202,0.0428715320336519,-0.0619125767758129,0.0656510987099736,0.0240401047536782,-0.0338319039830315,-0.0551832601321811,-0.119018949732369,-0.148763206187776,0.0557603030259302,-0.156067736647886,0.0105476141878231,0.206993790678372,0.184063662362261,-0.0327260773751261,0.00393068614702304,0.0690177740682226,0.156048874248194,-0.0372258843067244,0.075461492398618,-0.215785895217964,-0.185549324280787,0.273481532031513,-0.218598535355412,-0.0267987756395265,0.73868471283419,-0.128733962515415,0.00206560293638212,0.162364471856035
"Southwark",-0.248253194031145,-0.00434283208789106,0.327725098267342,-0.0619767670050847,-0.29891712611693,0.0664202918717444,0.0249910088611009,-0.0184592048676019,0.479106082179155,0.336324171054648,-0.351887546501173,-0.0945470866383128,-0.169061534191886,-0.162461831621373,0.141934535704982,-0.127113170603688,-0.094145111102563,0.214486116336904,0.0826676771104625,0.152024709863812,0.109905861961538,-0.205672915706909,0.0406559942261347,0.0304264727121983,0.0267412662080766,-0.082226261048494,-0.0454417844394736,-0.0180119697902167,0.0333628404776019,-0.00112267863104822,-0.0777220921705989,-0.0829804161900683
"Sutton",-0.080158053839695,0.00159648348162341,0.126616296454239,0.0645241858219419,0.0403093929898331,-0.0187235826429988,0.091791807293231,0.0298990195918752,-0.0179468346267277,-0.0372121349361306,0.0352311186976416,-0.0262866931073332,0.0347603371067533,0.105888184447017,0.0994944534044237,0.146250002143841,-0.0584590836817544,-0.129646889717436,-0.10326900593094,0.13337991988094,0.0899559921776419,-0.112571953981898,-0.0437416783103681,-0.131669533016715,-0.401585471474566,0.232949517453662,-0.408535065748481,0.300720432522265,-0.361370180433039,0.255172694227541,-0.391635783474276,0.0639435673871643
"Tower Hamlets",-0.134909985483763,0.325606480329425,-0.284403171354172,-0.322306398378566,-0.287971053007398,0.319053952081841,0.20679644256234,0.0241965038860448,0.309092355724925,-0.387784621796687,0.184806268351614,0.0816268631383391,0.094260729890084,0.320188255795503,0.0562805120599341,-0.129406332749093,0.0365568239205441,0.0261877387485457,-0.0346496822986286,0.0283201134144253,-0.0105614814196552,-0.0924911679307764,0.0912391559716676,-0.0203137516714022,-0.0728967425810816,-0.0178249344861686,0.0872621328798469,0.0525879096372404,0.0629984449609952,-0.0103335951503039,-0.0473510516142819,-0.0336449971149935
"Waltham Forest",-0.167161647568359,-0.160236959226664,0.18097140252088,-0.146922079955322,0.0982143938198122,0.175653961844206,0.167770441081022,-0.211350448126639,-0.0205454764539718,0.0793354441079924,0.133229702860156,-0.0860750398596775,0.159466243417726,-0.0192432786255728,0.28405021770605,0.35466826828561,-0.200852181358076,-0.248163473044416,-0.295767733117275,-0.280664811805596,-0.218825663145891,-0.116877118702882,0.0754868993742645,0.103546279248002,0.0833738741108027,-0.332911760155202,-0.0569303467289101,0.0358590645519426,0.185182652542861,0.0577341301461297,0.00725714189067485,-0.0919180531205577
"Wandsworth",-0.125588786015636,0.105050706180163,0.0222515159882133,-0.191379136982408,-0.0504773189478598,0.0725415488358662,0.153738437408867,0.0452334119367767,-0.4127653040959,-0.0141278484305106,-0.610253517389551,-0.224636896638539,0.338208254408712,0.14748266297206,0.0141694810168352,-0.0966803183356317,0.0590920529255968,-0.0642275931529916,0.255011684306113,0.00263657190524397,-0.179721767812698,0.144261219268049,-0.003473262289712,0.133171327762486,0.00758259022251347,-0.0520600222348573,0.0362866136453038,0.0820870334203917,-0.0601663769511367,0.0418633028523007,-0.0611511621721265,0.00127184930048267
"Westminster",-0.507619733457362,-0.5968058080959,-0.438979413154914,0.237339851593701,-0.248314241784824,0.0313689617946711,0.0786725359697961,0.179199056388773,-0.0852443150323832,-0.0210695205389615,-0.00992874850147886,0.0923780446286486,-0.0110701097119407,-0.0492006478253404,0.0242843397659737,-0.0162893217146688,0.0865958202699622,0.0442723073790439,-0.00636259991945583,-0.0546135447936297,-0.00456412528581672,-0.00677905759244698,-0.0240550946957634,0.0243725220382113,0.0102902107168882,0.0123159335222775,0.0014259685454269,0.0113564338009007,-0.00408852949429725,0.0196654834603523,-0.0361897821238354,0.0245349953170968
