"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11"
"Barking",15.2711345725475,1.18199141170785,-0.630255928185149,-0.403459974146706,-0.516273339739179,2.04617139177942,-0.27490160563254,1.11534117007041,-0.500545319875394,0.0414653928465458,-0.320258745617787
"Barkingside",-29.3263716682978,0.668398795967806,0.166197695545399,-0.16317273908928,-0.252973340052449,-0.125598250163049,-0.0244257669801767,0.0243803378960374,0.00182807475703251,-0.060894059434686,-0.102048043481508
"Barons Court",-10.5237885853758,-0.797632310983981,0.263670877228115,0.361996966737989,0.0579783212296739,-0.245668991794097,-0.226621764324915,0.0584236334920827,0.0781524997058447,-0.0606227323174152,-0.092796299297547
"Bayswater",-15.3656503295915,-2.73761095893241,0.461528150964412,0.424091032464829,-0.033170918942711,-0.235880002021593,-0.0979709365832561,-0.0344745255441928,-0.38205174394147,0.247110856585728,0.404476520697337
"Becontree",-23.5238701273424,0.910101502076638,0.25135587192305,-0.00494568614607815,-0.149095194802009,-0.0228341718476814,-0.0706180139583944,-0.0637894431006146,0.0438380828351821,-0.0417399371256078,-0.0591317319909998
"Belsize Park",-13.5039615413234,-1.17053051714821,-0.251262740956346,-0.282811576076285,0.0693278325410326,-0.0450281195090443,0.321458163907804,-0.237321604561161,-0.0123311373475021,-0.085141811620338,0.00922832811606196
"Bermondsey",-5.47222148222146,3.30943956954401,-0.533088339339245,0.12909877282004,0.373912254196551,-0.00797955701227432,0.114017733579167,0.0243012601995952,-0.150950367889341,0.0812451617339136,-0.0781727909107938
"Bethnal Green",17.2242370544319,-2.29713461705517,0.192639856430429,-0.566367145755438,-0.0286705924604768,-0.0176617456421999,0.700440440894308,0.123298582367709,-0.292396746585482,0.171269654512783,0.196454948069526
"Blackfriars",-1.08478478966964,9.34222787493386,-4.39467323928423,11.6950682057077,7.10797007859326,-2.93638897984846,-5.29676992145683,-1.83517459399726,1.0256762139823,-1.3470567753044,-0.404144102074982
"Blackhorse Road",-9.01074023692864,1.79741259725932,0.12096880655163,0.664663074966583,-0.247258761849416,0.236061057413286,-0.481432202489245,0.169573422159372,-0.0925936203378959,-0.161420724542601,-0.24494796505021
"Bond Street",85.1178573470264,-11.5777147892454,-11.8952859463337,-10.9631021562865,6.7655166406344,0.873149716923756,-6.03879797227169,0.494512991660459,-1.45968444162146,1.16544452672105,0.169565587184513
"Borough",-16.7823642409428,0.324874651257558,-0.197758047200881,-0.356621681526093,-0.400667524400604,0.250009109057749,0.487625613018907,0.0526654905675343,-0.453744087659618,-0.108444950389388,-0.0796403602125652
"Boston Manor",-26.555029487503,0.168733045866238,0.233120736788898,0.0468830588750673,-0.135569679835726,-0.166507138667569,-0.0451237732775381,-0.0296556198056509,-0.0180082516368381,-0.0168512521439223,-0.0320348694333625
"Bounds Green",-13.5768294703547,-0.124970980175145,0.156285982484249,0.285578247087304,0.0571600952076114,-0.240360682650095,-0.0416313993676547,-0.11368762934623,0.0475814356923163,0.185323344139563,0.0300825406354602
"Bow Road",-15.5010393539259,-0.318161589766257,0.445946288099873,-0.150023372748716,0.0181267475306672,0.0201732019357612,-0.0243010953768294,-0.469136507314207,-0.106702729903082,-0.080858745227742,-0.236444472895964
"Brent Cross",-25.9153874695137,0.149172450923956,0.301778312153426,-0.162497019898691,-0.0779124830756305,-0.048799120538261,0.054787340235269,-0.111647505123857,0.0545346486680696,-0.0688262232904709,0.00664871700744119
"Brixton",53.4540825196357,8.3059403266527,-2.33388128043634,0.980287027000995,0.896232178069442,0.946793600331505,0.734571371933853,-0.286955622440311,-1.05454406283789,0.676616185122186,-0.369378872313448
"Bromley-by-Bow",-23.1767923193231,0.880295066588481,0.099523268990235,0.11738307804138,0.164474234304035,-0.0959329902360784,-0.00284186532645375,-0.0166032038651425,0.0636593058707731,0.0496604199507508,-0.333240127802725
"Buckhurst Hill",-27.056731441915,0.38823494400405,0.199277885847148,-0.172728519425667,-0.31376413522475,-0.0496888335070169,-0.0852402369455061,0.0663461838472169,-0.0351189205962958,-0.0907962332873237,-0.0323776276031419
"Burnt Oak",-20.5507341386726,0.362166682070252,0.107977869488777,-0.329581645842714,-0.0308769525215143,0.104579961131273,0.349488576829469,-0.092262677413462,0.0447280030028419,-0.0339737934448551,0.044436769566558
"Caledonian Road",-15.1559884227801,-0.283403016957142,0.515631843734057,0.112393709418118,0.0589960330054901,-0.160331027311096,-0.275753061337843,0.301476976923776,-0.20543052741431,0.177069731588372,-0.284412032291126
"Camden Town",37.4961532449553,-1.92003396938679,0.0292796450308526,-0.277459730908286,-1.46571190915257,-0.0370156074610524,0.0298448599131628,-0.0506577760688672,0.0425647959700952,-0.274487594380319,-0.462664483332959
"Canada Water",4.95359450919021,2.22554638422175,-2.20963396157765,0.425793242511082,0.696628813196245,1.05499818204326,0.266402766156549,-1.58432191776203,0.412036206881802,1.06068435524634,0.746305607280252
"Canary Wharf",125.094775932192,2.63353683563808,0.441384190096077,-0.286250099390089,2.32615337256036,-2.09713301404803,-1.35402135833873,-0.302421785422363,1.36716520029809,-0.280486342489231,0.0669461635918426
"Canning Town",-1.28405540268596,2.67329368661074,-1.51536053939421,0.102298410346921,0.376005209518851,1.36980249103225,0.18682792727347,0.366651886057086,0.23868245680597,0.316971671405991,-0.400601281247817
"Cannon Street",-14.8214155789547,4.23701453323817,-2.25793186413142,0.0792720402472611,1.69107406580001,1.14506787442118,1.15460686011183,-0.267566772157974,0.150163111686451,0.281214386101049,-0.0880528737006145
"Canons Park",-26.0721736991553,1.42238316067257,0.134535937050223,0.0509773598104253,-0.13847961426454,0.0296921822516802,-0.103978171121119,0.00303555489394824,-0.15615226458156,0.0891162381611302,-0.135194816889492
"Chalfont & Latimer",-29.0676963121641,0.33653748667927,0.194415558624361,0.107716580145226,-0.0800419548110685,-0.0497246633336488,-0.038536953350149,0.181486854932481,0.0767224325056546,-0.150421460092198,0.0776359268979165
"Chalk Farm",-15.5662529615728,-0.285735780204265,0.278238229411862,-0.0419656374770074,-0.406724588406693,0.232473108088692,0.0387840173339385,-0.129521467037515,-0.420893016049828,0.0382318382056368,0.00701141644607172
"Chancery Lane",20.0961514123975,-1.3230856005538,-1.20955701880771,-0.421888025871724,-0.174326217333886,-0.268590811150272,0.194321840806458,0.162495291126155,0.743087016836921,0.156197976575405,-0.0435889424090117
"Charing Cross",30.7848472992968,-14.0088855281011,5.26271624378901,3.06549609759741,1.68162125724147,7.18000831569814,-1.7089060448142,-0.542080617336754,0.840109257016158,0.0414941361734377,0.143957172020416
"Chesham",-31.0645552421083,0.812101771706715,0.163686681698545,-0.0835863938968928,-0.213485011957445,-0.123224153247299,-0.107498282596488,0.0686801604507132,0.0251692597859037,-0.0738569637827384,-0.0336868829891069
"Chigwell",-31.8329711242886,0.273045642572083,0.370745744313628,-0.108378281251599,-0.231065637518064,-0.244769796959342,-0.178182662570382,0.0284965389236925,-0.0371857855050028,-0.110186988060358,-0.0644833002593789
"Chiswick Park",-26.3563588822722,-0.0650113517540283,0.227129830553491,0.206672159156705,-0.147049696822083,-0.259860718590729,-0.114771523853215,0.194975684802707,0.0272249956944355,-0.0892487229931725,0.00524077412539204
"Chorleywood",-30.2485210228724,0.107019249692279,0.467978921563708,-0.0565872797975779,-0.093499104098173,-0.457194799171356,-0.174721031825946,0.116032861791201,-0.1067149144377,-0.121569734917823,-0.0068052541582112
"Clapham Common",-2.5248323500802,-1.02036926306208,-0.64552213547121,-0.54543623318263,0.641751775169461,0.59218380396845,0.124313728933049,0.0641785939441689,0.160183820393639,-0.11119569906586,0.323739297602062
"Clapham North",-12.8348088549915,0.0984308994135425,0.154072343558117,0.122143121305816,0.361044812216438,0.013472609395659,0.115033776776553,0.00220470930030486,0.0653751497272625,0.0196361593906318,-0.0947101830102433
"Clapham South",-6.94840897975579,-0.499793979578029,-0.000217786613095461,-0.0729105858839684,0.196176031940347,0.0541253576160285,0.415006873553499,0.101493807148559,0.230336303090471,-0.0718145338224946,0.306128434120022
"Cockfosters",-27.3759032787958,0.092271795058668,0.20463266086479,-0.0301712876473017,-0.266088974125414,-0.291634740867608,-0.191210338293508,-0.0191779847103504,0.00415874241263947,-0.0355552534655311,-0.0670213217626257
"Colindale",-17.0662983276536,2.03124119771911,-0.552454170441689,0.23103722925318,0.318671800436189,0.935470503886063,0.421705261005902,-0.113558721842074,0.0416117166029262,0.155248487415144,0.0545388074892694
"Colliers Wood",-13.792214427644,0.206774521121735,-0.0440139944457578,-0.0495686857299365,0.0816438062147695,0.0738379063142527,0.215818401857412,-0.0175969246619742,0.0564286303985747,-0.14564464313704,-0.0518094684883131
"Covent Garden",25.4241092213448,-5.9089864429543,-1.43971628948576,-5.43634923778801,-5.3293014516224,-0.116526798283485,-3.00335404387065,-2.01953937100086,0.508924653715758,-0.235651785528055,0.403532491337632
"Croxley",-30.3834224660876,0.425020680553155,0.291378898473319,-0.06165705549839,-0.213198495034638,-0.146216016552044,-0.126084471150326,0.0392522366317507,-0.0481922013277594,-0.0850134144176078,-0.031947378357874
"Dagenham East",-25.2373783710097,0.615619977322749,0.109104200679266,-0.0282450067447689,-0.020324381799949,-0.0453653944893393,0.0132285506730704,0.0234769197304472,-0.0487763544506392,-0.00067179032032913,-0.0127272760228244
"Dagenham Heathway",-16.6529237477417,1.51525810683981,0.37583856273004,-0.13824637353124,-0.184605331631118,0.109668023780752,0.0281664691282453,-0.148897604568384,-0.121145920929991,0.0467845100557736,0.0464821701189716
"Debden",-26.1423437727142,0.45274260249902,0.384079090962437,-0.146265156665616,-0.325090689139004,-0.145359287072652,-0.12454051414503,0.0955780945651414,-0.0962023450099292,-0.101647849111703,-0.0812085856833272
"Dollis Hill",-22.0347676620754,-0.307368608357172,-1.00325136839838,0.259401098721498,0.235178812066551,-0.061752761707293,0.00764996715417748,0.263108004711311,0.330801355417869,0.139100440359563,0.16441342543841
"Ealing Broadway",22.7557012892691,-4.20170564719491,-1.3611941328228,0.897146165670568,1.14911891128872,-1.01641694509993,0.986855595170746,0.0202843663954209,0.579426313413163,0.257492531790518,0.0904159381407636
"Ealing Common",-22.4501642100791,-0.692178042156276,0.49811883840059,0.133807181090875,0.028123619802469,-0.221813620069653,-0.170646162963895,0.0986572470590871,0.072220997584906,-0.0851596209756284,-0.0413223074319061
"Earl's Court",35.0590984044309,-5.91237384767662,0.710165258908256,0.255195830648359,-0.449807640661188,-0.296693875198643,-0.343921832760704,0.939716571731471,0.602874158730212,-0.719086569060279,-0.416884231515136
"East Acton",-20.9132868993875,-0.209831516603975,0.0425883101116487,0.286985188155409,0.122304662098234,-0.173952384947575,-0.0802835179481255,-0.132204050163424,0.0920911337671879,0.0938345981840532,-0.115094717505758
"East Finchley",-11.5197762852612,0.340547952053296,0.232251554666734,-0.029342232555956,-0.05135271086905,-0.00528623892558855,0.303314460896083,-0.00996593363690251,0.0254872870392883,-0.146166722775291,-0.172334924238319
"East Ham",12.0363904077448,-0.80151473482019,0.359763810817928,-0.153512131332941,0.278338437608297,0.339819637375407,0.532629254149956,0.0850017745384825,0.0654044198581863,-0.113203181478203,-0.0379988506585324
"East Putney",-14.5094290748964,-0.481030674278007,-0.264139485805044,0.731058887800598,0.394166386823253,-0.187379409823711,0.108224341748339,-0.0588847302362983,-0.0722640050149187,0.322754427370429,0.230171169887834
"Eastcote",-24.7388599445152,0.198423496169035,0.110852098402543,-0.0117634330755886,-0.0956434721946367,-0.0737061718799241,-0.0880758950101445,0.00345288128203358,0.00760373942611703,-0.0139398654175481,0.00105042215419875
"Edgware",-18.8003988067394,0.391385689551867,-0.0788706140549031,-0.566810864548408,-0.310043637926127,0.332519374865052,0.596110272694854,-0.00203859771246495,-0.0690467350058616,0.043016491957636,0.0179291215940464
"Edgware Road (Bak)",-20.8157456737201,0.214362317625099,0.00199822063325295,-0.387848707264194,0.735027692215867,0.515175458682338,2.52010960115518,0.478121388084703,0.756836805205604,-1.74752896781732,2.26879122936308
"Edgware Road (Cir)",-11.107925607793,-0.304151337602673,0.297514361058768,0.321527620052881,-0.408457681086358,-0.0628183058281575,-0.77091265572172,-0.27192087230638,-0.797906133972776,1.03750520109842,-0.456500435516503
"Elephant & Castle",29.5314388695712,-0.948145110055601,-3.96338012631283,-0.611375829535145,0.771575375979685,0.504860079545025,2.28585826891704,-0.447177637528992,0.556140433565272,0.258524690210938,0.6955213997844
"Elm Park",-24.5270642179869,0.537415914412629,0.146360591721832,0.0521294052546212,-0.126697935795241,0.0554543946723713,0.0290450893637686,-0.0269218225807418,0.0137035461330819,0.00721975223750673,-0.00971364644160545
"Embankment",36.2122049765008,-1.82074555172826,-4.28809986769822,-1.18242465706835,2.04762074409101,-1.95697093837154,2.27969600389347,-0.270317464053515,0.368764560625908,0.250562657625185,0.300290278521515
"Epping",-23.1413751269187,0.735359448842634,-0.153644882223384,-0.527945972914165,-0.375853488232619,0.162277252907259,-0.00630600112641178,0.0575131984840325,0.0183272031569324,0.0203908224143707,-0.019814108136999
"Euston",88.1052332035287,7.75731220903353,0.650202987073689,-3.10033638684315,-3.02156933650838,2.08785418826403,1.03122928168852,-0.841646270568592,-1.63785554106117,-0.781601521295778,0.0330961343206994
"Euston Square",7.23121849242079,2.44476739599305,0.633597359386708,0.738193512062152,0.686978363227113,0.316720675470971,0.576877804863874,-0.524443794498807,-0.450733453311625,0.586422074310507,0.145833512356372
"Fairlop",-30.1765656155977,0.4940583571944,0.273566446941904,-0.118754688914303,-0.231902132674367,-0.12606117505421,-0.0765993917671667,0.00162186323492275,-0.0089516884244849,-0.0601285404094457,-0.0457731376318248
"Farringdon",31.3543759861036,-1.41263872001027,5.33946306534041,2.47590515619327,0.912039429609752,1.5578219202401,-3.90588744721162,-0.129818234163176,0.720333436761335,-0.940614625918172,-0.633634901777511
"Finchley Central",-14.5360536603059,0.565042919013042,-0.90938028288937,-0.328132765406661,-0.184422814519508,0.364387582994033,0.382772865814691,0.243842306005449,0.283199222087926,-0.0904454606009705,0.157464014836057
"Finchley Road",-1.53199850424504,-2.02494255576212,-0.127004073508467,0.739529632794775,0.602331847007973,-0.445632045829181,-0.269927010925758,-0.204385674735613,0.224506581714594,0.246861780808847,0.130246102104714
"Finsbury Park",56.1910426910668,1.12975206877195,-4.01525025991539,1.44981593635491,2.09730406066637,-0.316300281737689,0.544633764044805,-0.585786590519724,1.06561782701352,0.187784801460831,0.35705544142692
"Fulham Broadway",-0.565065888155574,-1.93897795819388,0.651935532297075,0.577689955918158,0.665547424647365,-0.412611159225382,0.146958074163903,0.500866587784837,-0.108859235851303,0.265496889439173,0.0745933839282096
"Gants Hill",-14.0403730681912,1.26150482173487,0.0805600201036749,-0.215683726505211,-0.35965201625035,-0.0402464524839115,0.274528043315884,-0.0190348021664549,-0.255442065658006,0.257300539199032,0.0434951925749703
"Gloucester Road",12.3768622117875,-3.9768668958671,-0.967418103105679,-2.04329726103386,0.534443977829697,-0.0115710332678702,-1.08366974155983,0.33765515477144,-0.230705169440002,-0.0287420696733579,-0.448100321801334
"Golders Green",-6.94595440975966,-1.15697168464482,0.103726787965261,-0.254018971848686,0.43435454024608,0.226552475251533,0.675924950263396,0.148763216608133,-0.0120870992882993,-0.129124709044233,0.17707100421019
"Goldhawk Road",-27.3519604553941,0.421020726509207,0.252922057542584,0.146395048541881,-0.0649883454290939,-0.149374627232037,-0.0759596183876403,-0.0701245884762105,0.0386827439211903,-0.0459773293242604,0.0218437717150039
"Goodge Street",-4.98302128404009,-2.77175507903855,1.16681489843482,-1.93020823240432,-0.229783852517918,-0.580717004791459,0.396418123112791,0.368042655330551,1.10021586544127,0.022294182290815,0.23876208092895
"Grange Hill",-31.5989273591341,0.370699492104154,0.312271565586368,-0.103420628805758,-0.213464169265306,-0.191532653131818,-0.145892891842482,0.00858332068307555,-0.036328441280947,-0.118091351180129,-0.0601233632309471
"Great Portland Street",-8.43773013043218,0.394311375530001,0.308677453321223,-0.0401804882924195,-0.168943413632364,-0.270963102033277,0.295238583162952,-0.380599259140661,0.00223766506777018,0.0584500050518348,0.136048892769496
"Green Park",81.5819430018568,5.32641800772435,-0.366484074680713,2.08755935661361,1.04929041773031,-0.467555191709678,0.605944613666973,0.660243102852663,-0.130464444037828,-0.154417439347593,0.0447695870967663
"Greenford",-19.6353507275779,0.680221535264264,0.295223760439003,-0.0586719967331188,-0.153719433951449,-0.18139826530737,-0.117654731207521,0.0973398012591794,-0.039178833539559,-0.0472200854580715,-0.132259420321521
"Gunnersbury",-17.8821308523764,1.445270378675,0.168058334302577,-0.0534532376618883,-0.24462973446527,0.0124296398471975,0.174636256224417,0.158281665397104,-0.0294230224850287,-0.130443676116321,0.148353619028756
"Hainault",-23.2267601858484,1.06024103491202,0.263664104456769,-0.222954434612848,-0.275759611753782,0.0343473369573495,0.0526854893670921,0.0204324452243397,-0.0309409379277172,0.00413067006061202,-0.151893561059178
"Hammersmith (Dis)",61.4025950290504,-6.20976624624371,-0.836669389809202,-0.454802728536501,0.135276854504706,0.0804238111501494,-0.302702079415242,-0.271233345309913,1.52711089577658,0.146543545447282,0.236364710529377
"Hammersmith (H&C)",-2.64366967739983,0.654146188951261,-0.106270135072211,-0.667111020276417,0.249516659672435,0.771269429202503,0.693687866169668,-1.39922007601551,0.379031502519262,0.0726828873381151,0.0571223553165991
"Hampstead",-18.5626002135381,-0.926974374534277,-0.131447654456076,-0.207428228681699,0.00126070479325052,0.162727373671524,0.133079953825954,-0.0471150199504477,-0.0430025353581072,0.0202470558814816,0.168031453721287
"Hanger Lane",-21.7529770325032,0.48605915847724,0.269142062498398,-0.21165229770689,-0.229236835081818,-0.18979661886445,-0.0048190898706843,0.0884987885685509,-0.163488358327851,-0.0287486184770993,-0.066077009118614
"Harlesden",-24.8723070877794,0.715938605157268,0.0756781943198086,0.0410111016320509,0.0187900136317475,-0.0239737211986988,-0.114804494458121,0.0217494311519802,-0.0451060149086906,0.0650689975084001,0.0411503147835717
"Harrow & Wealdstone",-18.2233050516442,-0.420735151838127,-0.00899907827928947,0.0539310475019549,0.51087667018262,-0.313107948593696,-0.324367658776469,0.653777527160491,0.142199744010775,-0.182964682828564,-0.210213099691123
"Harrow-on-the-Hill",-1.89540425636242,-0.331590574203531,-0.781396137248209,0.634645557691872,0.93230470581123,0.327822813353329,0.239705340466341,0.210771137316257,0.41395246765625,0.137942973668587,0.0743528389556795
"Hatton Cross",-23.3845064387549,-0.123370016382362,0.219271232159115,0.0773836979395306,-0.0254245090204778,-0.23382288966144,-0.164026060004184,0.381500899756084,0.00750971753315799,-0.0687910657101306,-0.0705044351234099
"Heathrow Terminal 4",-24.4453114533607,1.34530875912715,3.19388905173546,2.76368247634798,-2.57631326051835,-0.553838108826362,1.15658996941819,0.850790786479849,0.0622945846980247,-0.370160328665168,-0.178083363185209
"Heathrow Terminals 123",-8.23756937325644,-3.75224947301797,-2.20283562859527,-1.70297353772499,1.73286110475051,-0.00285645123721423,-1.29832314222705,0.928006601847628,-0.206257964592232,0.352945004502933,0.0293948162953488
"Hendon Central",-10.4646745132167,0.955431553548344,0.286123710975774,-0.732339897540975,-0.119534365951477,-0.00698035966707433,0.244563833159325,-0.0803455143538459,0.124201239812544,-0.0437812217147594,0.132474986516563
"High Barnet",-22.9346504161943,0.719764425558886,-0.049309725273893,-0.26581546592807,0.0536497987206064,0.49298100876896,0.186176306043692,0.137657070575572,0.247562772366615,-0.0849736347692112,0.0330959489385787
"High Street Kensington",9.24135827996784,-2.64653302448428,0.179563042574068,0.866522360972007,0.321789599768534,-0.430830403926214,-0.466617444618486,-0.4215902835703,-0.03803767947883,0.190074314795447,0.216975406193138
"Highbury & Islington",22.5117445452662,3.05997801690332,-0.952799870912318,-0.370825457813687,-0.638227249054569,0.187736049205961,-0.556161526858062,0.501235468657013,0.0636963940198056,0.893496111814082,0.181163469384901
"Highgate",-16.5683950795473,-0.164619550706698,-0.25453270110421,-0.407970399300124,0.133571302074531,0.290103883112476,0.484664741122933,-0.0548555102961046,0.133888852726558,-0.0254807812720836,0.125419105113585
"Hillingdon",-28.2281743242317,0.45474912329803,0.361332883913495,0.0323222850153356,-0.128397621306512,-0.151329716422802,-0.153520621505472,-0.0160291750570681,-0.0427753815396728,-0.038324430731843,-0.0585761155994707
"Holborn",76.4131970520365,-2.57134122877777,4.420195481629,-0.0728778180293488,3.99619960125988,-0.0170250591905692,0.260697764500302,0.275729067855844,-1.46451622832025,0.101349022388498,-1.20950273470019
"Holland Park",-22.0852354404841,-1.08900575615614,-0.0688433805922077,-0.0113452349375012,0.153336457609893,0.0807129073661494,-0.254609077021,-0.0374139016239788,0.261755520293391,-0.00917181283988935,0.0300433910634789
"Holloway Road",-9.57265047893918,-3.17557142169189,0.036139677538332,-0.809278987162194,-0.109799567909057,-0.0749357479585315,-0.0676775794504742,0.317010661875697,0.628276634222596,0.0918508981058708,0.0822221292103092
"Hornchurch",-26.7301612173232,-0.0584911160011208,0.213661826818516,-0.0483224955603612,-0.264658139701188,-0.0822374282232712,-0.0874772332753583,0.0382677523825964,0.0654909034920936,-0.0724425339059985,0.0193037648500819
"Hounslow Central",-20.6735628531679,-0.599165798280347,0.38237330044129,-0.263275432956274,-0.262480134640652,-0.0165151149272367,-0.0538193411289892,0.0807639661737533,-0.025074276234113,-0.0616632422082297,-0.116973408156429
"Hounslow East",-19.6193993918273,-0.67330396595139,0.888871299504633,-0.138296991835629,-0.331323497083413,-0.0585978816955626,-0.164437665105956,0.103396786225687,-0.0639006232156578,-0.125351531931786,-0.150862548118713
"Hounslow West",-22.4510606171193,-0.0667061752936773,0.31574541992502,-0.0502980740815139,-0.198842043171261,-0.130146634300169,-0.0131022004225254,0.172292631307093,-0.100727266513472,-0.0864290756782129,-0.0712966568766895
"Hyde Park Corner",-13.3051815570427,-1.18060303251417,0.751425503403171,-0.674608211820692,1.05392971397992,-0.342934502536923,0.19121325437096,-0.579012128597813,-0.0779979991238962,0.0562637590058009,0.20829874357769
"Ickenham",-29.8333494864645,0.144051391350927,0.292709798858373,0.00266869183299479,-0.120891137571924,-0.205856626519504,-0.145129826570151,0.0715562415075512,-0.0376737148897024,-0.0784454942486549,-0.00459458218009955
"Kennington",-17.5814197768892,0.635140043304436,0.00656768889801951,-0.231957727696889,0.196903610357361,0.0597384153501226,0.0655957992365312,0.102277709202039,-0.0102712384643804,-0.107833241668069,-0.0259314600666935
"Kensal Green",-25.2205788264837,-0.159870036513799,-0.072441438112905,-0.112210886460671,0.0317671726573034,-0.233741333236796,-0.328163884035092,-0.0648313407767018,0.121000279610507,-0.184190074521955,-0.0304075084767693
"Kensington (Olympia)",-27.8265142428357,0.878487658943518,0.44362940496195,-0.278542507493708,-0.419078465054565,-0.220588944496355,-0.29231504015091,-0.126494611105258,0.0660287614263437,-0.0615593065336805,0.0152698516270354
"Kentish Town",-7.87162648805464,0.323787258879233,0.932475946711071,-0.967071999003149,1.66657882725432,0.722741101838576,0.792671748386333,-0.521817269195352,-0.537964005652758,-0.696774305512676,0.592224314601182
"Kenton",-27.18050852865,0.343243299582888,0.380892004936628,-0.385127806425462,-0.356869743295876,-0.152115061161916,-0.198306208999095,0.0757499008483808,-0.102797544466462,-0.115669424438788,-0.0711300384485348
"Kew Gardens",-21.7504196655719,0.245458007248621,-0.454826957909263,0.0405798908105588,-0.117752862378415,0.111081044907666,0.0895157846844724,0.18401846604885,-0.0367210364321375,0.0128621145895043,-0.159854653973773
"Kilburn",-6.83000550811696,-1.58429143578026,-0.715760377805758,0.514672233370383,0.939139873420166,-0.0391255218115074,-0.0793270051228054,0.114247053910366,0.413603214907235,0.271052508943397,0.395826361101091
"Kilburn Park",-21.7953098656001,-1.2216436443873,0.143015475506358,-0.338252854249627,-0.241034957122146,-0.0572881461655026,0.118307361520039,-0.135892250630347,-0.20872350655411,0.0942622207287371,0.0848982991728129
"King's Cross St. Pancras",238.276612179173,14.3699160742048,-1.79520146977179,0.107025304377393,-0.629186958250849,5.03079537903993,0.378318220835222,1.32023786037208,-0.0936912819907683,-1.3828679181474,-1.78552053841136
"Kingsbury",-19.9075711573088,1.52559297577052,-0.0235802293064058,0.237385331139651,0.201523161654051,0.105013174570915,0.00436283083336897,0.00997887419736393,-0.161815670748341,0.163516979481311,0.00729794779536559
"Knightsbridge",33.5742887790778,-7.26217339815382,1.90718558815634,0.164403142012311,-0.200089902072462,-1.99707826541917,-1.24499261172298,1.5967059459518,-0.464834388055014,-0.274753668950108,0.396264305671214
"Ladbroke Grove",-15.1990687861271,-0.310034376781502,0.219068329079742,0.224034919292022,-0.210110378450384,0.0266941119401207,-0.0243481480410391,-0.321509489848103,0.0426045731866704,-0.0428382347684335,-0.143324827981295
"Lambeth North",-23.5395906069089,-1.92728769255455,1.91689274285824,0.113699479010869,-0.624475853982454,1.97469737133115,-1.00797849557779,0.104905326952038,0.297241888359756,-0.445010154679467,-0.0699460431717218
"Lancaster Gate",-12.0383476655461,-1.09263202750388,0.0649824011373892,-0.746278638034563,-0.725873425770499,-0.597200490296531,-0.001175878716701,0.0462374518531598,-0.101166278990425,0.0408798177097633,0.0755149084472235
